microbe	metaphlan2
s__Bacteroides_finegoldii	0.01165
s__Veillonella_sp_6_1_27	0.00995
s__Coprococcus_sp_HPP0048	0.00957
s__Eubacterium_rectale	0.00889
s__Peptostreptococcaceae_noname_unclassified	0.00854
s__Clostridium_bolteae	0.00852
s__Bacteroides_coprocola	0.00838
s__Bacteroides_sp_2_1_33B	0.00822
s__Ruminococcus_sp_5_1_39BFAA	0.008140000000000001
s__Bacteroides_plebeius	0.0069900000000000006
s__Eggerthella_sp_1_3_56FAA	0.00633
s__Lachnospiraceae_bacterium_7_1_58FAA	0.00628
s__Klebsiella_oxytoca	0.00601
s__Blautia_sp_KLE_1732	0.006
s__Ruminococcus_obeum	0.0058
s__Lachnospiraceae_bacterium_5_1_57FAA	0.00569
s__Clostridium_sp_D5	0.00539
s__Bacteroides_sp_D22	0.00487
s__Bacteroides_sp_3_1_33FAA	0.0043
s__Lachnospiraceae_bacterium_4_1_37FAA	0.00374
s__Blautia_producta	0.00372
s__Odoribacter_splanchnicus	0.0035
s__Akkermansia_unclassified	0.00329
s__Clostridium_ramosum	0.0030800000000000003
s__Citrobacter_sp_30_2	0.00298
s__Streptococcus_parasanguinis	0.0023899999999999998
s__Citrobacter_sp_KTE30	0.00238
s__Clostridiales_bacterium_1_7_47FAA	0.0022
s__Fusobacterium_ulcerans	0.0021
s__Parabacteroides_sp_D25	0.0018100000000000002
s__Enterococcus_hirae	0.00117
s__Veillonella_sp_ACP1	0.00088
s__Clostridium_asparagiforme	0.0008699999999999999
s__Eggerthella_unclassified	0.0008
s__Bacteroides_sp_D2	0.00059
s__Megamonas_rupellensis	0.00045
s__Burkholderiales_bacterium_1_1_47	0.0004
s__Coprobacillus_sp_3_3_56FAA	0.00028
