microbe	metaphlan2
s__Bacteroides_sp_4_3_47FAA	0.0168
s__Lactobacillus_acidophilus	0.01568
s__Ruminococcus_obeum	0.01542
s__Desulfovibrio_piger	0.01524
s__Clostridium_sp_7_2_43FAA	0.01432
s__Coprobacillus_sp_3_3_56FAA	0.01431
s__Faecalibacterium_unclassified	0.01399
s__Leuconostoc_lactis	0.01371
s__Bacteroides_sp_9_1_42FAA	0.01288
s__Veillonella_sp_6_1_27	0.012459999999999999
s__Clostridiaceae_noname_unclassified	0.01192
s__Clostridium_sp_ATCC_BAA_442	0.01001
s__Veillonella_sp_ACP1	0.01001
s__Bacteroides_sp_2_1_16	0.00999
s__Ruminococcus_lactaris	0.00946
s__Flavonifractor_unclassified	0.00875
s__Bacteroides_sp_2_1_33B	0.00678
s__Clostridium_nexile	0.00645
s__Bacteroides_sp_3_1_33FAA	0.00632
s__Clostridium_leptum	0.00626
s__Coprobacillus_sp_8_2_54BFAA	0.00599
s__Lachnospiraceae_bacterium_2_1_58FAA	0.00551
s__Eggerthella_unclassified	0.0053100000000000005
s__Megamonas_rupellensis	0.00505
s__Eubacterium_hallii	0.00491
s__Lachnospiraceae_bacterium_1_1_57FAA	0.0041600000000000005
s__Clostridium_sp_D5	0.00409
s__Akkermansia_unclassified	0.00398
s__Bacteroides_finegoldii	0.00391
s__Citrobacter_sp_30_2	0.0033
s__Holdemania_sp_AP2	0.0030600000000000002
s__Coprococcus_sp_HPP0048	0.0029100000000000003
s__Eggerthella_lenta	0.0027600000000000003
s__Parabacteroides_sp_D25	0.0027600000000000003
s__Lachnospiraceae_bacterium_5_1_57FAA	0.00256
s__Bacteroides_sp_3_2_5	0.00245
s__Bacteroides_sp_HPS0048	0.00238
s__Odoribacter_splanchnicus	0.00237
s__Bacteroides_sp_D2	0.0014
s__Lachnospiraceae_bacterium_4_1_37FAA	0.00122
s__Bacteroides_sp_D22	0.0012
s__Prevotella_copri	0.00081
s__Blautia_sp_KLE_1732	0.0007599999999999999
s__Lachnospiraceae_bacterium_5_1_63FAA	0.00026000000000000003
