microbe	metaphlan2
s__Eubacterium_ramulus	0.009059999999999999
s__Bacteroides_sp_9_1_42FAA	0.009009999999999999
s__Parabacteroides_sp_D25	0.00882
s__Clostridium_sp_7_3_54FAA	0.008190000000000001
s__Lachnospiraceae_bacterium_1_4_56FAA	0.007540000000000001
s__Alistipes_senegalensis	0.006999999999999999
s__Alistipes_sp_HGB5	0.0068
s__Veillonella_sp_oral_taxon_158	0.006540000000000001
s__Clostridium_citroniae	0.0059
s__Megamonas_rupellensis	0.005679999999999999
s__Clostridium_leptum	0.00509
s__Citrobacter_sp_30_2	0.00468
s__Ruminococcus_lactaris	0.00458
s__Akkermansia_unclassified	0.0039700000000000004
s__Bacteroides_sp_3_1_33FAA	0.00349
s__Ruminococcus_sp_5_1_39BFAA	0.00298
s__Citrobacter_sp_KTE151	0.0028699999999999997
s__Anaerostipes_sp_3_2_56FAA	0.00262
s__Eggerthella_unclassified	0.00236
s__Ruminococcus_obeum	0.0022
s__Blautia_sp_KLE_1732	0.00203
s__Clostridium_bifermentans	0.00198
s__Paraprevotella_unclassified	0.00135
s__Clostridium_ramosum	0.0009199999999999999
s__Eubacterium_hallii	0.0009
s__Catenibacterium_unclassified	0.00082
s__Burkholderiales_bacterium_1_1_47	0.00054
s__Parabacteroides_goldsteinii	0.0005099999999999999
s__Clostridiales_bacterium_1_7_47FAA	0.00037
s__Eubacterium_rectale	0.00037
s__Bacteroides_sp_D2	0.00016999999999999999
