microbe	metaphlan2
s__Bacteroides_caccae	0.0235
s__Dialister_invisus	0.02076
s__Bacteroides_sp_4_1_36	0.02047
s__Streptococcus_parasanguinis	0.01878
s__Eggerthella_lenta	0.0187
s__Clostridiaceae_noname_unclassified	0.01798
s__Holdemania_sp_AP2	0.01769
s__Coprobacillus_unclassified	0.01659
s__Bacteroidales_noname_unclassified	0.01623
s__Eggerthella_sp_HGA1	0.0138
s__Flavonifractor_unclassified	0.01335
s__Burkholderiales_bacterium_1_1_47	0.01211
s__Bacteroides_sp_2_1_33B	0.011479999999999999
s__Enterococcus_faecalis	0.01098
s__Clostridium_sp_ATCC_BAA_442	0.0102
s__Bacteroides_sp_D22	0.00995
s__Alistipes_senegalensis	0.00905
s__Coprococcus_catus	0.00865
s__Veillonella_parvula	0.00865
s__Veillonella_unclassified	0.00831
s__Eubacterium_limosum	0.0082
s__Eggerthella_unclassified	0.00798
s__Bacteroides_sp_3_2_5	0.0077
s__Leuconostoc_lactis	0.007690000000000001
s__Hafnia_unclassified	0.00725
s__Parabacteroides_sp_D25	0.00678
s__Ruminococcus_obeum	0.00677
s__Bacteroides_sp_2_2_4	0.00636
s__Anaerotruncus_unclassified	0.006229999999999999
s__Bacteroides_sp_2_1_16	0.00617
s__Citrobacter_sp_30_2	0.00569
s__Parasutterella_unclassified	0.00524
s__Lactobacillus_acidophilus	0.00504
s__Bacteroides_sp_3_1_33FAA	0.00492
s__Odoribacter_splanchnicus	0.00479
s__Ruminococcaceae_bacterium_D16	0.004529999999999999
s__Bifidobacterium_sp_12_1_47BFAA	0.00414
s__Streptococcus_australis	0.0040100000000000005
s__Anaerotruncus_colihominis	0.00385
s__Megamonas_rupellensis	0.00381
s__Blautia_sp_KLE_1732	0.0035700000000000003
s__Streptococcus_constellatus	0.00314
s__Anaerostipes_unclassified	0.0026899999999999997
s__Citrobacter_sp_KTE151	0.00225
s__Clostridiales_bacterium_1_7_47FAA	0.00225
s__Eggerthella_sp_1_3_56FAA	0.00217
s__Alistipes_sp_HGB5	0.0016899999999999999
s__Bacteroides_finegoldii	0.0015300000000000001
s__Lachnospiraceae_bacterium_7_1_58FAA	0.00117
s__Clostridium_bifermentans	0.00058
s__Barnesiella_unclassified	0.00039
