microbe	metaphlan2
s__Holdemania_sp_AP2	0.02059
s__Coprobacillus_unclassified	0.02027
s__Dialister_invisus	0.019219999999999998
s__Clostridiaceae_noname_unclassified	0.01788
s__Streptococcus_parasanguinis	0.016669999999999997
s__Bacteroidales_noname_unclassified	0.0148
s__Bacteroides_sp_2_1_16	0.013919999999999998
s__Bacteroides_sp_D22	0.013680000000000001
s__Bacteroides_sp_2_1_33B	0.01318
s__Lachnospiraceae_bacterium_8_1_57FAA	0.01211
s__Eggerthella_lenta	0.01192
s__Flavonifractor_unclassified	0.011170000000000001
s__Veillonella_parvula	0.010740000000000001
s__Veillonella_unclassified	0.01061
s__Ruminococcaceae_bacterium_D16	0.01036
s__Leuconostoc_lactis	0.01031
s__Bacteroides_sp_3_2_5	0.009170000000000001
s__Alistipes_senegalensis	0.00893
s__Eubacterium_limosum	0.00869
s__Burkholderiales_bacterium_1_1_47	0.00867
s__Enterococcus_faecalis	0.00787
s__Eggerthella_sp_HGA1	0.007859999999999999
s__Bacteroides_sp_3_1_33FAA	0.007690000000000001
s__Ruminococcus_obeum	0.00763
s__Hafnia_unclassified	0.007259999999999999
s__Ruminococcus_torques	0.0071
s__Coprococcus_catus	0.00663
s__Anaerostipes_unclassified	0.00648
s__Streptococcus_australis	0.00642
s__Odoribacter_splanchnicus	0.00614
s__Citrobacter_sp_30_2	0.00571
s__Bacteroides_sp_2_2_4	0.00564
s__Clostridium_sp_ATCC_BAA_442	0.00536
s__Blautia_sp_KLE_1732	0.00528
s__Bacteroides_finegoldii	0.0047799999999999995
s__Parabacteroides_sp_D25	0.00473
s__Megamonas_rupellensis	0.00418
s__Clostridiales_bacterium_1_7_47FAA	0.00355
s__Citrobacter_sp_KTE151	0.0033799999999999998
s__Streptococcus_constellatus	0.0033200000000000005
s__Eggerthella_sp_1_3_56FAA	0.0032
s__Parasutterella_unclassified	0.00318
s__Clostridium_ramosum	0.0028899999999999998
s__Barnesiella_unclassified	0.0027300000000000002
s__Lactobacillus_acidophilus	0.00271
s__Anaerotruncus_colihominis	0.00259
s__Roseburia_unclassified	0.00235
s__Citrobacter_sp_KTE30	0.00159
s__Alistipes_sp_HGB5	0.00144
s__Eubacterium_hallii	0.00023999999999999998
