microbe	metaphlan2
s__Akkermansia_unclassified	0.00299
s__Anaerostipes_sp_3_2_56FAA	0.0023899999999999998
s__Paraprevotella_unclassified	0.00235
s__Eggerthella_unclassified	0.002
s__Lachnospiraceae_bacterium_5_1_57FAA	0.00196
s__Ruminococcus_obeum	0.0017
s__Citrobacter_sp_KTE151	0.0013800000000000002
s__Ruminococcus_sp_5_1_39BFAA	0.00125
s__Blautia_sp_KLE_1732	0.00107
s__Veillonella_sp_3_1_44	0.0008699999999999999
