microbe	metaphlan2
s__Bacteroides_sp_2_2_4	0.04665
s__Catenibacterium_unclassified	0.04554
s__Bacteroides_caccae	0.040780000000000004
s__Eubacterium_limosum	0.03918
s__Clostridium_ramosum	0.03576
s__Veillonella_sp_3_1_44	0.03379
s__Coprobacillus_sp_D7	0.02893
s__Bacteroidales_noname_unclassified	0.02513
s__Clostridium_sp_ATCC_29733	0.02484
s__Alistipes_sp_HGB5	0.02481
s__Bacteroides_sp_4_1_36	0.02447
s__Holdemania_filiformis	0.02414
s__Ruminococcus_torques	0.024059999999999998
s__Clostridium_sp_7_3_54FAA	0.02404
s__Clostridium_asparagiforme	0.01973
s__Faecalibacterium_unclassified	0.01914
s__Alistipes_senegalensis	0.01845
s__Megamonas_rupellensis	0.018000000000000002
s__Bacteroides_sp_9_1_42FAA	0.01721
s__Bacillus_cereus_thuringiensis	0.01646
s__Enterococcus_casseliflavus	0.01616
s__Clostridiaceae_noname_unclassified	0.01584
s__Clostridium_sp_D5	0.015590000000000001
s__Paraprevotella_unclassified	0.01525
s__Ruminococcus_lactaris	0.01356
s__Citrobacter_sp_30_2	0.01321
s__Coprobacillus_sp_3_3_56FAA	0.013000000000000001
s__Clostridium_citroniae	0.01182
s__Odoribacter_splanchnicus	0.01174
s__Holdemania_sp_AP2	0.0117
s__Bacteroides_sp_2_1_33B	0.010459999999999999
s__Clostridium_bifermentans	0.00924
s__Prevotella_copri	0.00836
s__Blautia_sp_KLE_1732	0.00804
s__Bacteroides_sp_2_1_16	0.008029999999999999
s__Veillonella_sp_6_1_27	0.00705
s__Parabacteroides_sp_D25	0.00633
s__Roseburia_inulinivorans	0.00572
s__Bacteroides_sp_D2	0.00571
s__Bacteroides_sp_3_1_33FAA	0.00548
s__Ruminococcus_bromii	0.00528
s__Eggerthella_unclassified	0.0052
s__Clostridium_sordellii	0.0049
s__Bifidobacterium_sp_12_1_47BFAA	0.0044
s__Ruminococcus_sp	0.0037700000000000003
s__Eubacterium_hallii	0.00355
s__Bacteroides_sp_3_2_5	0.0035399999999999997
s__Veillonella_sp_ACP1	0.0030600000000000002
s__Haemophilus_parainfluenzae	0.00228
s__Bacteroides_sp_D22	0.00207
s__Blautia_producta	0.0017699999999999999
s__Clostridium_clostridioforme	0.00157
s__Clostridium_sp_ATCC_BAA_442	0.00155
s__Clostridiales_bacterium_1_7_47FAA	0.0012699999999999999
s__Coprobacillus_sp_8_2_54BFAA	0.00121
s__Lactobacillus_acidophilus	0.0009199999999999999
s__Enterococcus_avium	0.00091
s__Streptococcus_salivarius	0.00073
s__Bacteroides_sp_HPS0048	0.00027
