microbe	metaphlan2
s__Ruminococcus_torques	0.028569999999999998
s__Eggerthella_unclassified	0.026910000000000003
s__Bacteroides_sp_4_1_36	0.026289999999999997
s__Flavonifractor_unclassified	0.02121
s__Clostridiaceae_noname_unclassified	0.02035
s__Streptococcus_parasanguinis	0.01875
s__Holdemania_sp_AP2	0.0184
s__Eggerthella_lenta	0.018369999999999997
s__Bacteroides_caccae	0.018340000000000002
s__Bacteroidales_noname_unclassified	0.0178
s__Bacteroides_sp_2_1_16	0.01699
s__Bacteroides_sp_D22	0.01699
s__Coprobacillus_unclassified	0.015319999999999999
s__Dialister_invisus	0.014209999999999999
s__Bacteroides_sp_2_1_33B	0.013640000000000001
s__Veillonella_parvula	0.01115
s__Hafnia_unclassified	0.011040000000000001
s__Ruminococcaceae_bacterium_D16	0.00999
s__Lactobacillus_acidophilus	0.00954
s__Burkholderiales_bacterium_1_1_47	0.008490000000000001
s__Odoribacter_splanchnicus	0.00842
s__Clostridium_sp_ATCC_BAA_442	0.00823
s__Alistipes_senegalensis	0.008
s__Bifidobacterium_sp_12_1_47BFAA	0.00757
s__Leuconostoc_lactis	0.00727
s__Parabacteroides_sp_D25	0.007240000000000001
s__Coprococcus_catus	0.00689
s__Enterococcus_faecalis	0.00687
s__Bacteroides_sp_2_2_4	0.00671
s__Eubacterium_limosum	0.00658
s__Anaerostipes_unclassified	0.006490000000000001
s__Veillonella_unclassified	0.00642
s__Streptococcus_constellatus	0.00598
s__Parasutterella_unclassified	0.00569
s__Ruminococcus_obeum	0.00562
s__Streptococcus_australis	0.005229999999999999
s__Eggerthella_sp_1_3_56FAA	0.00488
s__Blautia_sp_KLE_1732	0.00426
s__Bacteroides_sp_3_2_5	0.0038799999999999998
s__Anaerotruncus_unclassified	0.0036299999999999995
s__Citrobacter_sp_30_2	0.0033399999999999997
s__Clostridiales_bacterium_1_7_47FAA	0.0031899999999999997
s__Bacteroides_sp_3_1_33FAA	0.0030800000000000003
s__Megamonas_rupellensis	0.0030600000000000002
s__Bacteroides_finegoldii	0.00228
s__Eubacterium_hallii	0.00206
s__Citrobacter_sp_KTE151	0.00172
s__Anaerotruncus_colihominis	0.0010400000000000001
s__Lachnospiraceae_bacterium_5_1_57FAA	0.00072
s__Alistipes_sp_HGB5	0.00047999999999999996
s__Bifidobacterium_catenulatum	0.00039
