microbe	metaphlan2
s__Erysipelotrichaceae_bacterium_2_2_44A	0.0061200000000000004
s__Streptococcus_sanguinis	0.0056700000000000006
s__Parabacteroides_sp_D25	0.00563
s__Bacteroides_sp_2_2_4	0.005520000000000001
s__Bacteroides_sp_4_1_36	0.00461
s__Alistipes_senegalensis	0.00385
s__Streptococcus_infantis	0.00221
s__Atopobium_sp_ICM58	0.0020399999999999997
s__Clostridium_clostridioforme	0.0019399999999999999
s__Klebsiella_unclassified	0.00193
s__Bacteroides_cellulosilyticus	0.0011300000000000001
s__Coprobacillus_unclassified	0.00112
s__Eubacterium_dolichum	0.0008699999999999999
