microbe	metaphlan2
s__Fusobacterium_ulcerans	0.0037600000000000003
s__Parabacteroides_sp_D25	0.00351
s__Clostridium_ramosum	0.0032600000000000003
s__Klebsiella_oxytoca	0.00309
s__Clostridium_sp_D5	0.00303
s__Citrobacter_sp_30_2	0.00298
s__Clostridiales_bacterium_1_7_47FAA	0.00265
s__Bacteroides_sp_3_1_33FAA	0.00257
s__Ruminococcus_sp_5_1_39BFAA	0.00256
s__Odoribacter_splanchnicus	0.0018899999999999998
s__Clostridium_asparagiforme	0.00161
s__Eggerthella_sp_HGA1	0.00126
s__Lactococcus_lactis	0.00118
s__Bifidobacterium_animalis	0.0010400000000000001
s__Burkholderiales_bacterium_1_1_47	0.001
s__Megamonas_rupellensis	0.00084
s__Veillonella_sp_ACP1	0.0008300000000000001
s__Bacteroides_sp_D2	0.00055
s__Enterococcus_avium	0.00044
s__Akkermansia_unclassified	0.00033999999999999997
